Year,Month,Title,Review Text,Rating
2023,May,Really Falling,"I flew with Singapore Air for the first time not long before covid and was impressed by everything, seat comfort, food, movies and service. My last flight was a total disappointment. Not many movies and the food was disgusting, it was a code share flight and I couldn't even get…",2.0
2023,May,Sigh....,"Used to fly SQ for SIN-JPN route often prior to pandemic, but every aspect of the flight quality level has dropped significantly after the pandemic. Not asking for more than what economy class should be, but upset to see the economy class standard is no longer the same as…",3.0
2023,April,Sydney-Singapore-Milan,Booked online and was able to select my seat for both flights (as had a stop over in Singapore for one night) then night before leaving it was easy to check in online.   When I arrived at airport it was quick and easy for dropping off luggage and getting through security.…,5.0
2023,May,"LOST BAGS, EVEN THOUGH WE FLEW ON THE SAME PLANE FOR BOTH FLIGHTS",Arrived at Bangkok airport after transitioning at Singapore airport. We got off the plane at Singapore to then get back on the same plane to go to Bangkok. When we arrived at Bangkok we were greeted by someone holding up a sign with our name on it. They then informed us that our…,2.0
2023,May,standards are slipping with this top-class airline.,"We have flown with Singapore airlines many times before and on this trip we found the service especially the meal service to be very average. Cabin was clean, seats were uncomfortable and leg room on new planes appear to have got smaller. Not a good choice of food and quite…",3.0
2023,March,Reasonable economy flight but beware of charges.,"My wife and I flew Singapore Airlines Economy, return from Singapore to Perth.  The seats were comfortable albeit a little cramped, as Economy seats tend to be, the food was good although a little difficult to eat in a relatively small space, the in-flight entertainment was good…",4.0
2023,May,DO NOT BOOK WITH THIS AIRLINE!,"So I thought hey, let's book with a 5 star airline for my honeymoon! Boy was I wrong, they can't even make the booking? Waited for confirmation and received nothing so I call my bank and they confirm money has been sent, call the airline and on multiple occasions, they tell me…",1.0
2023,April,Singapore Air is the best for Special Care Children !!,"Flying with Singapore Air from Istanbul to Singapore and then Surabaya and back to Istanbul was fabulous! Particularly with the professional approach and care of Ms. Zulfiye Keles from Singapore Air-Istanbul , she organized all details for our special son with wheelchair; as get…",5.0
2023,May,Much Improved,On such a short flight the service was great. Food was tasty and a glass of wine with it hit the mark. Much better than the previous flight into Singapore.,4.0
2023,May,Bad Food,"Boarding was on time and the flight was pretty full. Good movies and seat comfort was okay but the food was terrible, tasteless breakfast with no salt or pepper to season anything. Yuck.",3.0
2023,May,Great experience!,"Travelled with Singapore airlines for the first time with family. We loved the overall experience. The food was good (took me by surprise as I'm yet to taste good in-flight food) , the seats were as expected in economy with the leg space being really good. The staff were polite…",5.0
2023,May,Poor on all counts!,"We have just returned from Bali. Our return from Singapore with Singapore Airlines was more than disappointing it was unacceptable. We flew Premium Economy, the seats are more comfortable but once the person in front reclines their seat it’s is as bad as economy. You need to…",1.0
2023,May,"Tired Aircraft, poor facilities0","In general aircraft gave the impression of being old and tired, seat was uncomfortable and  soggy, seat recline not working, seat hight not sufficient (I am 6ft 2in) WI-FI not available to Premium Economy passengers, had travelled with Qantas 3 times in Economy recently WI-FI…",2.0
2023,April,Singapore Airlines Second Class,My first trip after the pandemic was a little disappointing.  The aircraft was good (an A350) but the Business seats were poor compared to their competitors.  It is apparently their 'regional seat' for shorter haul journeys. It is too skinny and a tight fit for your feet if…,4.0
2023,April,World's 2nd Best airline must be a Joke!,"If there was an option for no stars, I would select that.  Singapore Airlines from Bangalore, India to Singapore which was set to depart at 0120 was delayed by ~3 hours. The flight reached Singapore at 1130. Due to this the connecting flight to Perth which was set to depart at…",1.0
2023,May,Don’t use this airline,"This was a terrible flight.  A tiny business class bed, no sheets/covers, horrible pillow, terrible covers Zthat were crumpled and shabby.  We left at midnight and we’re offered food.  We were woken at about 5.00 and offered food but I couldn’t get a cup of coffee and when I did…",1.0
2022,June,How Singapore Airlines lost my bag and also lost me as customer,"I understand how an airline can lose a suitcase. What I don’t understand is how an airline does not have a system in place to track a lost bag, communicate with the customer and close out the case in a respectful manner when the bag never shows up.  Let me try and explain. I…",1.0
2023,May,Singapore to Sydney on Singapore airlines economy class,"Where can I start now… SQ has just dropped its standards when it comes to meals, drinks and onboard amenity kit. Only one meal on a 7.30 hour flight from SIN to SYD and no amenity kit on an overnight flight. You get a dinner meal and that’s all you get. No breakfast, NO tea or…",3.0
2023,April,Good Food versus Bad Food,Vietnam to Singapore we were provided with a decent tasting meal and consistently good service.  Singapore to Manchester an entirely different experience.   Awful food and not a great service.   All I can say is don't chose the Carrot Cake Option. Nothing to do with what it…,4.0
2023,February,Disappointing,"After flying a few times with Singapore Economy Class I decided to splurge and try Business Class, but I was disappointed for one main reason: I remember the slogan for Singapore Airlines used to be, 'Singapore Girl, you're a great way to fly!', and this is one of the rare cases…",3.0
2023,April,Why use older Airbus on long-haul between Singapore and Cape Town?,"The Airbus was an older model with no touch screen, no automatic seat adjustment and worst of all was the diagonal sleeping arrangement. Absolutely uncomfortable and squashed. Fortunately the great service and food made this trip bearable.  So why use the new airbus between…",3.0
2023,May,Not what it used to be,We have used Singapore Airlines many times as it flies direct out of Adelaide. Our flight over was fine even though the food was truly awful.  On our return flight our bag was being transferred from a connecting flight from Vientiane for our flight back to Adelaide. We made it…,2.0
2023,May,SQ reputation has not survived the pandemic,Wow. First flight with Singapore Airlines post pandemic and its nearly unrecognisable.  - new aircraft have much more cramped seating - food is nearly inedible - inflight entertainment system not working  The crew remain very attentive and tried their best to resolve the…,1.0
2023,April,Seems the standards in some areas have dropped ....,"Traveling back to New Zealand on this flight - had exit row seats in economy on an A380-800. probably seems good on booking but didn't enjoy the space seated in the seat. The seat just didn't seem wide enough? The ability I get straight out and stand up was great, but the…",3.0
2023,May,Such a disappointment,"Lying in bed listening to a thunderstorm in Langkawi my mind wandered back to how disappointed I was with my first Singapore Airlines flight. We travel to S E Asia a fair bit but usually SA is too expensive. I'll take a cheap flight and pay more for bulkhead seats, etc. This…",1.0
2023,April,Sydney to Singapore - fantastic flight,An amazing flight from Sydney to Singapore on Singapore Airlines A350 wide bodied airliner. From the ease of check in and boarding to a fantastic on board flight crew this flight could not have been better. The meal service was good as well as the drink selection. Seat back…,5.0
2023,May,What were the designers thinking??,"I love the Singapore airlines crew, about the best out there. Their business class seats, however, are the worst. There is no room directly in front of you and there is a small footwell at the side. The result is a really cramped lie flat experience. This could have been easily…",2.0
2022,November,A Pleasant journey through Singapore Airlines to USA,"Now for our 7th Trip to USA , SFO , we choose Singapore Airlines on November 18th 2022, through Travel Agents. from Chennai to Sanfrancisco, in Economy class through Flight Numbers SQ 525 & SQ 034 . The journey is beyond our expectations.  Seat spacing is just sufficient for the…",5.0
2023,March,Great service,"We flew from Singapore to Hyderabad. The flight was comfortable, service was great. This is not our first flight and always Singapore has been great in service, timing, professionalism.",5.0
2023,April,Rudest Customer Service I have ever experienced,They changed my flight without proper notification. And then when I asked them for any possible solutions they were extremely rude. They refused to take any responsibility and were just horrible to deal with. I even asked to speak to a supervisor and the guy simply said there is…,1.0
2023,April,Disappointing,This was a very disappointing experience considering the hype around the SQ soft and hard product in business.  Firstly let me say the Silverkris Lounge at Changi T3 was excellent. It was the highlight of my flight.  Normally the lounge is just the teaser with the inflight…,3.0
2023,April,Singapore airlines sucks,"I looked forward to travelling my first time with Singapore airlines as I heard good things. What a let down.  Delayed times, inedible food, broken seat, crappy inflight entertainment. The list goes on and on. I don’t even mention the trip coming back. You guys suck. Never again.",2.0
2023,February,What happened SQ?,"Premium Economy choice between Qantas and Singapore Air?, easy, QF wins hands down! Took a flights between Australia and the Spain on SQ and would not waste my money on PE or Business Class in future, mediocre at best. We were treated better in Economy on SQ!!!",3.0
2023,April,Refuse to compensate for delayed baggage,All three of our suitcases were left I. Singapore for two days and they refuse to pay compensation for the clothes we had to purchase!  We’re non resident to Australia,1.0
2022,November,Still a great airline,"3 segments on SQ: ZRH-SIN-DPS and SIN-LHR (B777, B787 and A380). Very comfortable seats, friendly crew, great entertainment system, I've ordered vege-meals tasty and they were tasty and sufficient. Transit at SIN surprisingly a bit chaotic but the crowds were overwhelming. 9/10.",5.0
2023,April,Downgraded Airline Services,"Flight on 22 April - Definitely downgraded since COVID. You used to get a flight pack, hot towel and an offer of a drink even before you left the ground, now ZILCH. There are much fewer flight attendants. They were practically running to try and get everyone their meals. You had…",3.0
2022,June,Horrible,"Very bad experience with connecting flight,after having boarding pass from Australia they left us on the airport because of the security was lazy to do their duty.they spoiled our surprise to attend my sister’s marriage and i hate that.I really never recommend the connecting…",1.0
2023,March,👎🏿,Singapore Airlines only on the name on the papers . Can’t see  on the services . Spend $1500 one side from Nz to Trv via Singapore. I had horrible experiences during my travel.   Initially I requested to add fragile sticker on one of my check in bag . Staff forgot to add before…,1.0
2023,April,Disappointment at the deterioration of Service Standards,"Singapore Airlines has always evoked a sense of safety and comfort. I have always enjoyed their flights and their care. So, as usual, I once again booked my family on the Singapore Economy for our vacation to NZ.  Right now on board SQ 285 from Singapore to Auckland. Two hours…",3.0
2023,March,Poor service and awful food. Used to be good - what's happened ?,"We've used Sinapore Airlines, (economy class), in the past and been happy with the service and food. This year we booked to fly to Melbourne, from Manchester, expecting the same good service.The first indication that things had changed occured not long after booking. We received…",1.0
2023,March,Excellent Flight on Singapore Airlines Medium Haul Business Class product,"Singapore Airlines A350-900 medium-haul aircraft is fitted with two cabins with 40 Business Class seats and 263 Economy Class seats. The 40 seats in Business Class are split into two sections, with 28 seats in the forward cabin, the larger cabin and 12 seats in the smaller rear…",5.0
2023,March,Great service for a short flight,"We flew on Singapore Airlines B787-10 for this flight. The Economy Class cabin is further segregated into two sections, with 150 seats in the forward cabin and 151 in the aft cabin. Singapore Airlines uses three colours: brown, grey, and turquoise, for its Economy Class seats.…",4.0
2022,October,Single passengers being offloaded due to overbooking,I booked my return flight to Europe for July 2023  in October 2022. I am a Krisflyer member. At the start of this year I received a text message from SQ saying I had been „off-loaded“ for my return flught. No further explanation was given. When I finally reached a customer…,2.0
2023,April,poor service,"My first flight with SQ after 4 years due to Covid. I am really disappointed with the food. The taste is bad and there was no fruit. Breakfast was not served either. There were also no toys and games provided for children anymore. If this is the standard SIA is maintaining, I…",3.0
2023,April,Very Poor Service,"I didn't Expect this type of service given from Singapore Airlines, noisy Crew member, no dinner is being served, including a glass of water, No one Bother to ask, very.  disappointed.",1.0
2023,April,"Unpleasant.  SingaporeAirlines crowded, seats very tight, poor quality food served in a BigMac type box",Singapore Airlines 787 has reverted to a budget airline experience.  They could have packed more seats in economy if they tried to.  Food awful and served in a McDonalds type box. They have made flying in their 787s unpleasant.  Large screens but mine did not work.  Their much…,2.0
2023,April,Customer Service has gone massively downhill,We are travelling back from Kuala Lumpur to London in July. We wanted to change our feeder flight from Kuala Lumpur to Singapore to a slightly earlier one.  First we were told there were no seats available on any flights that day - which was blatantly untrue. Then we were told…,1.0
2023,April,Poor in-flight  service,On my flight from Delhi to Singapore ..check in and flight where ok but then it stopped unprofessional in-flight service which I give a 2 out of  10 ...with a rude Stewardess. Despite pre oder a special meal I was told there isn't any left and I had to order online... Compare to…,2.0
2023,April,Harrased by the the ground staff at Changi Airport,"A ground staff member was extremely rude and misbehaved with us yesterday at Changi Airport around 7:30 pm at T3 gate A19. His name was Shiva or Shivam, and he was most likely of South Asian descent. He kept making rude gestures to my parents and me, both senior citizens, and…",1.0
2023,April,Very bad service,SQ 215  Waited long for the food when I had a chance I was told that the one I wished to have was no longer available  Unprofessional cabin crew blamed the supplier  Unprofessional cabin chief offered the left over from business class  Felt insulted  No official apology from him…,1.0
2023,April,Don’t believe you’ll get what you book.,"Booked a family trip from Uk to Australia via Singapore, Premium Economy, almost a year in advance. Chose the flights due to time of flights, length of stopover and price. Prior to flying, the airline changed the flights on 7 different occasions. Changes were substantial meaning…",1.0
2023,March,Outstanding service,Very good comfort and exceptional service served by the professional SQ crews onboard. Foods quality is not bad but sleeping on the bed during the flight is nice. Enjoyed seating by the window. Enjoyed Singapore sling and lamb chops. Mee Siam is ok but needs improvement. Was…,5.0
2022,December,Cattle class seats really uncomfortable,"Singapore Airlines used to be great, but their standards have slipped.  The economy seats are so uncomfortable.  Their budget airline Scoot is far superior in this respect. Flights are often late and no one seems to care any more.  The prices are absurd now. The planes are also…",3.0
2023,March,Short-haul Flight,"Crowded but efficient, on-time flight. Cattle Class isn't ever much fun but SA do a pretty reasonable service.",3.0
2023,February,Thank Goodness for the Free Seat,"Even though it was a double-decker Airbus, boarding and disembarking where both pretty efficient, which is always a boon. Seats and legroom pretty good for Economy, but I do feel that we won the cattle-class lottery by getting 3 seats between the 2 of us - I'm not sure how well…",4.0
2023,April,Excellent Service!,"Phenomenal , immaculate onboard service provided by IFM Paul Tan, LS Jamal and FSS Anchakoran!  18.5 hours flight that this crew made it enjoyable with their gracious demeanour.",5.0
2023,March,Wife walked in on by man whilst sleeping,"We travelled first class on the A380 from Singapore to London and had the absolute pleasure of what an amazing on board service. If you can ever do this, even once, do. We used points for this so whilst I do travel with work, we had saved hard to round off our honeymoon in…",1.0
2022,October,"Delayed flight, long check in queue and lost baggage. Don’t respond to repeated attempts to contact around these issues.","Very disappointed with the lack of customer seevice around issues with the flight we had which included a substantial delay, check in problems  and lost baggage. Ignored repeated attempts to engage on these issues. Would not recommend flying with them given this inability to…",1.0
2023,April,"Excellent, Except for the Scoot Leg of the Trip","Imagine paying for a fine meal at a 5-star restaurant: A perfectly cooked Rib-eye steak and fine wine as a 5-piece string band quietly plays classical music.  Then, for dessert, pastry from a vending machine.  That's how we felt.  Six of the seven legs of our round-trip to…",5.0
2023,March,One wonderful expereince,"The craft 787 all series is really a fine craft, really less noise, great leg space, seat comfort and IFE.",5.0
2023,March,Slightly uncomfortable Business class on A380 upper deck,"I flew SQ after almost 4 years, i was very excited. All thins were good i was very happy to see the new refurbished A380.  I found the seating on upper deck was very uncomfortable as the leg rest on your side and not in natural line of your body. This makes it very uncomfortable…",3.0
2023,February,Broken promises to their customers,"I was looking to earn 1,800 elite miles to qualify for Silver status (status doesn't mean that much to me, but it gets you further up the waitlist when redeeming miles for flights, which I do care about). I contacted their customer reps prior to booking on a partner flight since…",1.0
2022,December,Fly with them if you want to be involuntarily downgraded...,"I had originally booked on an A380 which offers their FULL business class product, and was downgraded to a REGIONAL A350 product which is usually used for their shorter (2-4 hour ish) routes. This is not acceptable for an 8 hour flight. What annoys me most is that I wasn't even…",1.0
2023,April,Never again,"I have a lot of experience flying in different airlines in business class. I rate Singapore airline as a weak 3. Bad seats in the business class, they do not fold out enough, it is difficult to stretch your legs, you fly crooked the whole flight. Business class, ticket costs…",3.0
2023,March,Game of two halves,"Paid for extended leg room seats which cost me an extra £300. This didn’t cover our connecting flight from Phuket to Singapore.   Outbound from Heathrow, both flights were excellent and the staff were friendly and attentive. Food was very good, tasty, and a decent temperature.…",3.0
2023,April,Great service from booking though to the end of our flight,"We are very complimentary about the service we received from booking our flights AKL-SIN-BNE. We required assistance regarding our booking and following an email asking for help, we had all our questions answered and received the best service ever from an airline. Travelling…",5.0
2023,April,"Worst airline ever. If I could give zero stars and a zero likeliness to recommend, I would.","These people are liars, false advertisers, and couldn’t care less about their customers.  My wife and I flew with Singapore Airlines for our Honeymoon. 1 week in Thailand and 1 week in Bali. We paid for business class for our flight to Thailand. The day before our flight, the…",1.0
2023,April,Worst airline ever,"Singapore airlines single handily made our honeymoon an absolute nightmare.  We were heading to Thailand and Bali for our 2 week honeymoon. THE DAY OF our flight out to Thailand, they cancelled our connecting flight from Singapore to Bangkok (after we had upgraded our flights…",1.0
2023,March,Fabulous service and amazing people and seats,"Check in and lounge  We were flying from LHR to SIN, in business, check in was such a breeze, queueless, no waiting time. The lounge was outstanding, extremely comfy seats and great service in the lounge as well as power outlets and charging spots.  Boarding and ontime service…",5.0
2023,April,Absolutely lovely airline and flight,"Upgraded from premium economy to business class (1st time ever). My partner and I loved it from beginning to the end. The food was amazing and the cabin crew were unbelievably friendly and welcoming. We usually fly premium and always enjoy that experience,  but this was…",5.0
2023,April,Families be aware.,"Again we are amazed what this airline is doing - after many,many flights with SGX both for business and private we had to fight to get seats not separated between parents and 10 and 12 yo kids - in the end they “managed” to get seats without 10 and 12yo not sitting by themselves…",2.0
2023,April,Always heard good things about this airline…don’t know why.,Experience was awful!  The economy seats are the epitome of a bad ticktock video since they recline so far back you get trapped in your seat by the people in front of you.  And then the video screen is at your nose.  Ask for a beverage? Don’t bother they never bring it.  The…,1.0
2023,April,extremely poor service for disabled passengers,Extremely poor wheelchair service for disabled elderly mother who travelled with this airline recently.,1.0
2023,February,First Class service in Business Class,My flight on Singapore Airlines was the best!  18 hours in a comfortable business class seat with full reclining seat.  I slept so well and I usually do not.  The food was so tasty and we were able to order ahead.  The flight crew was friendly and helpful.   I just can't say…,5.0
2023,March,No improvement,"Good day,                     No Improvement.                    The food was worst than ever.                    Dosed up on many pain killers, as seats are at a discomfort. My Back has not recovered, never ever again on the worst airline. I have tried emailing but to no avail.…",1.0
2023,March,"POOR, VERY POOR.","Poor , very  POOR. How the HELL do Singapore airlines receive the NO 1 Accolade in airlines. I sat in aile 59 , and rexpereiced BACK PAIN,  that I have never expereinced before. i reported to the Air Host, Male . who was not interested, and spoke to the Air Hostess , Lady, who…",1.0
2023,April,Hostage,Bought a return ticket using my Alaska airlines miles award.manila to lax. Pretty fair  deal using miles 47000 miles .Thats where the deal Stopped!!!I I then made two payments to Singapore airlines  that totaled $200 to lock in seats for the return flights.Manila to Shanghai…,2.0
2023,April,singapore airlines (worst airline ever),The worst customer service i have ever dealt with. Zero knowledge of their own policies. I had to bring up their own bylaws and quotes from the small fine prints of their website in order to arrange a change in flights. Still they are doing everything in their power to ensure my…,1.0
2023,March,No water,"This was probably one of worst experiences of a commercial airline. I heard and read such good reviews I was looking forward to flying with them. A 13 1/2 hour flight, a daytime flight, no sooner we had taken off, they wanted the window shutters down and dimmed the lights-…",1.0
2023,March,Singapore air,"Singapore Airline  airlines remains ahead with Service, safety and technology for passengers.  I would love and recommend to fly Singapore Air in future.",5.0
2023,March,my first brush with the fabled Singapore girl,"The Singapore girl is as much as a wonder as a delight. Before I am excused of sexism, there were male FA,s in service as well. you can say that they are representative of the country as a whole - warm, hospitable, excellence in efficiency and execution and yes culturally some…",5.0
2023,March,Great Experience,"I flew a mix of business class,  economy and premium econony from Dublin - London with aer lingus,   London to Sydney with Singapore Airlines,  but all on the one ticket. No delays,  great cabin crew,  flights on time.  Excellent food served in all classes. Good leg room and…",4.0
2023,March,A different class to SQ727,"Everything was good with this flight, the efficiency of boarding, the assistance from cabin crew, legroom, seat comfort, entertainment, meals service and quality, just outstanding. Amazing the difference between two flight sectors.",5.0
2023,March,Seated in adjoining seats this flight,"Second last row, seats 64A & 64B, Boeing 737 aircraft, drop down TV screens, another showing of Lego World, cramped and uncomfortable for the duration of the flight although. Seats would have been ok for smaller size passengers. At least, on this occasion we were allocated…",3.0
2023,February,Best airline I have flown with,"I used to be ambivalent about Singapore airlines but after flying Asiana business class, I now realise how good  Singapore airlines is. On SQ they take care of you. on Asiana, even on business class, they merely provide you with transport between 2 places other than that they…",5.0
2023,March,NEVER BOOK WITH THIS AIRLINE,Had a terrible experience with Singapore airlines and want to share what happened to me as a warning.   In Short:  Booked 2 roundtrip Biz class tickets to Bali (heading to Wakatobi).  Cost was >$14K.  Got a call yesterday saying my return was canceled and they booked me on a…,1.0
2023,March,"Mostly good, except toilet cleaning","All good and the only drawback for SQ compare to other airlines is, SQ flight attendants seem to avoid cleaning of toilet. Less frequent and less thorough for sure compare to other major airlines.",3.0
2023,March,Top notch business class,the experience starts at check in ..  no queues at business class.  After clearing security we head to the business class lounge where we find a great selection of food and drink which is all included in the service ...nothing more to pay .. On this trip we used two planes and…,5.0
2022,July,Unacceptable service,"My seat was No 1 but time come for me to put in my ‘order’ for a bowl of noodles for my dinner, I was informed they were out. Being first class I find that totally unacceptable and though I’ve emailed them twice since July 2022, nobody has bothered to reply me. Their system have…",1.0
2023,March,Where’s the flights!!,"12 months on and there’s still only one flight from Manchester , can’t believe it!!  And this is twice the price as Heathrow withe a choice of 4 flights.  Wow I’ve talked to other people in the north who also find it a big Chor to travel 2/300 miles to get the flight they want…",1.0
2023,March,Plane and staff great but food terrible,"When you first walk on, even though plane is a little older, still looks impressive.  Very spacious business class seating, plenty of storage and can lay flat, although slightly odd layout of bed and a little hard.  Staff fantastic, very helpful and friendly.  But food was…",4.0
2023,March,Very average,"This was a real reduction in class from our earlier flight on SQ216; an aged Boeing 737 with drop down TV screens. Annoyed to discover that we had been allocated seats 53C & 53J, not adjacent as expected. So sorry, computer selection. Sorry didn't cut it with us as it was the…",3.0
2023,March,All good experiences with this flight,"Easy check in on line and headed to airport and to the airline counter for assistance with baggage. Helpful staff and we were soon wending our way up to departures. Efficient and quick boarding  process, happy with our seating in 45D&E both comfortable and adequate legroom.…",5.0
2023,March,An unexpectedly comfortable red-eye flight,"This flight was the first of a two-legged itinenary from Singapore to Brussels (via Milan Malpensa), and left Changi Aiport close to midnight.  Concerned with a slightly tight connection (time-wise) in Milan, I had opted to pay a little extra for a seat in the forward zone of…",4.0
2023,March,Fabulous Service,"I flew using all classes,   business from London to Singapore, economy from Singapore to Sydney and premium economy on return journey.  Great communication about all flights,  excellent service from check in desks, airport lounges and cabin crew.   It is worth paying a little…",5.0
2022,August,Booking nightmare,"I had an extremely disappointing experience with Singapore Airlines. My holiday plans changed and i needed to make some changes to the dates and times of the flights, but this appeared to be impossible to complete. On 2 or 3 separate occasions i called the Singapore Airlines…",1.0
2023,March,Very Disappointing First Class Experience,The lounge was disappointing and felt untidy and the food on offer was ok. Boarding was disjointed with me being handed off between three different crew members. The suite was nice but the leather felt dirty. The staff were far too over the top and this did not feel genuine but…,1.0
2023,March,What is all the fuss about. Part 2,"Return flight to London, again in Premium Economy. This time is was almost all flown in daylight as opposed to overnight going out. Changi is an amazing airport and we sailed through all aspects to get to the gate. However the man directing boarding with his microphone was…",3.0
2023,March,What is all the fuss about.,Disappointed with this flight. Thought Singapore Airlines was the gold standard. It was just ordinary. We took off on time which was great as it was a late night flight and arrived ahead of schedule.   Premium economy was a small cabin (24 seats) but there was not much to…,3.0
2023,March,Very kind to refund us,We had a wedding cancelled but bought base level fares to Australia from the UK. Although not entitled to a refund they gave us a full refund (admittedly after a number of calls).,5.0
2023,February,Booked Business class flights; got forced into flying economy,Booked Business Class flight months in advance. Seats got confirmed months in advance (have proofs). When turned up to airport 2 1/2 hours earlier the airline has given the seat to another. No other seats were available and was forced to fly economy in an overnight flight.…,1.0
2022,August,you can't add extra baggage!,"We flew premium eco from Germany to Australia and were allowed 35kg.  On our way back, we only have economy class, but got told we could upgrade if we want to & even add addictional luggage. With a flexi ticket we would only be able to change the date.  When we tried to upgarde…",2.0
2023,January,Call centre is soooooo bad- a month wait but no resolution!,"I made a redemption booking which prompted to me to update the profile. I did so then received an alert a new redemptee profile was created! There is a limit of 5 nominees so the system used up my last allowance. When I called customer service, they told me to email in. I did so…",1.0
2023,March,Last flight home of the holidays. Excellent service.,This was our last leg of our flights home to Brisbane.  We had a 12hr layover in Singapore Changai due to the connecting flight out JFK NY being 3hrs late and Singapore airlines rebooking us due to this.  They emailed us the morning before the flight to let us know. Noy good…,5.0
2023,March,Excited about going on an A380-800 but the plane was already delayed.,"I was excited about going on an A380-800 for the first time as Id never flown in one before, however that was tainted by already receiving an email at 6am that morning to say that they had rebooked our onward connection from Singapore Changai to Brisbane international into a 12…",5.0
2023,February,"Long flight in economy, excellent service.","12hrs on a long haul flight is always a hard task in economy. Even though the company  is great and the service always excellent, a standard economy seat is not the most comfortable place for 12hrs sitting down.  The plane was an A350-900 and it was very clean inside as usual.…",5.0
2023,March,"Flying to Europe, 1st leg Brisbane to Singapore - Always good service",This is the 3rd time we've flown with Singapore airline and we still enjoy their service. The flight out of Brisbane was on time. We didn't have reserved seats and were given 67J&K and we didn't have anyone else in our 3 seat row so we spread out which was nice. The service by…,5.0
2023,March,Ground staff Singapore Airlines incompetent,"Here are my details of my trip.  2nd March, 2023 – I flew with Delta to JFK in order to connect with Singapore airlines – JFK-FRA-SIN-HKT , due to arrive 4th March, 2023. When I arrived at JFK, on my way to collect my luggage I saw a Singapore desk in the area. So, I decided to…",1.0
2023,March,Poor journey today,"Bit disappointed today. Long very cold flight (take really thick winter trousers,jacket, socks etc. a top,  jacket long skirt and trainers thin airline blanket  were not enough ) 2 meals served quality ok. Served 8hrs apart and we were very hungry after 8hrs. Lots of cold water…",2.0
2023,March,Really disappointing - go BA,"Had heard great things but service and quality of seating far inferior to that of BA. Food terrible and don't believe it was any different to economy. Poor and slow service. No flight socks, eyeshades, etc. Would not recommend on the basis of this flight.",2.0
2023,February,Without sending any mail they just cancel my flight,It's really terrible. I have bad experience with Singapore air line. I will never recommend a return ticket. I was in a bad situation and i had to miss just 1 flight but they cancelled my return flight from Amritsar to Sydney that was after 2 months and the most surprising thing…,1.0
2023,March,Not great,"It has been 15 years ago since I have traveled with Singapore Airlines, I know there as been a lot of cost cutting since Covid 19 but Singapore Airlines product has certainly dropped in quality. The food was not great the leg room in the seat is not great compared to other…",3.0
2023,March,Faultless,"Flew BKK to Sing and Sing to Perth. Food on both legs was adequate, champagne before take off and nice wines during the flight. More than enough leg room and privacy if needed. What made the legs special was the outstanding service, nothing was too much trouble. All staff I…",5.0
2023,February,Terrible Booking Experience,"Unfortunately, I am leaving a one-star review for Singapore Airlines, despite my on-plane experience being great (flight crew were friendly and helpful, food was good, etc. no complaints there).   However, I had transferred 220,000 AMEX points to Singapore Airlines in order to…",1.0
2023,March,Feedback for Singapore Airline - Ho Chi Minh City Site,"""We were disappointed with our recent check-in experience at the SIA Tan Son Nhat Site. Despite showing the policy from the SIA website that clearly stated my son, a student, was entitled to a baggage allowance of 40KG, a local staff member denied our entitlement without…",1.0
2022,June,Promise me a refund but 3 months later refused,A few months ago I booked my flight from Boston to Phuket. I had to stops one from jfk to 🇲🇾 and to Phuket. My first flight was delay and I arrived about one hour and 20 minutes before my flight. I went up to the customer service desks and someone told me they closed the gate…,2.0
2022,September,LOST BAGGAGE,"My baggage did not turn up at Sydney in September. There was over $4000.00 worth of new clothes, shoes, swimmers, shavers, cosmetics, bags and all other things you would take on a holiday for 10 days. after months of calling and trying to sort this out they have offerered to pay…",1.0
2023,March,changed times from cairns to Singapore make connections to other asian countries difficult,to fly to Bangkok your have to overnight in Singapore.....the transit hotels are expensive at 215 Singapore dollars for six hours......  the flight left cairns late and they did not have some of the popular food available....  food was average....business class seats are not…,3.0
2023,February,Underwhelmed compared to expectations,"Silver Cris lounge at LHR disappointing, busy so running out of beers and not replenished. No newspapers; meant to be downloadable but nowhere to found on SA website, online agent couldn't help at all.  The legroom arrangements on A380 and  smaller plane Singapore to…",3.0
2023,March,Customer service rep. commended,"Flight booked for travel in May. Usually cautious, I advertently called a scam travel agency disguised as SA inquiring on how to complete the name fields on their website. By the time I realized I was being scammed, they had already gotten my booking reference number and last…",5.0
2023,March,Very Impressed,"This was a short haul flight but still of enough time to impress us very much. From check in till disembarking it was just about as good as an economy flight can be.  Check in was smooth and professional, the plane comfotable and the entertainment system great.  Best of all was…",5.0
2022,September,care given airline during very serious Hospitalisation in Lucknow,"Mid trip while in Lucknow Taj Hotel, I became extremely sick and was hospitalised from 2 Oct 22 to 9 Oct 22. tried to contact SQ Delhi office, Sydney office and Singapore office for emergency evacuation to Australia for enhanced medical treatment. Nobody will pick up the phone…",2.0
2022,September,Kris flyer experience,"Business class flight,  asked them when we hot our Kris flyer point report why we had zero. 6 months later still no points after going back and forth with repeated information requested. We have given up just not worth the stress, robbed and disappointment all round. Do not…",1.0
2023,March,Wonderful Airline,Singapore airlines has very clean planes. Service is impeccable.Host and Hostess are very friendly and service oriented. Only problem I felt was landing of the plane in Siem Reap. Plane landed with a big thud. I don’t know if it was pilot’s fault or the runway at Siem Reap…,5.0
