year,month,processed_full_review,sentiment
2022,8,hard chang flight time airport chang close next flight passeng previou flight copenhagen singapor like us run get gate go custom line long singapor airlin alway great happen sinc covid,Neutral
2022,8,sent email singapor airlin compliment level servic fli mani airlin includ recent time emir qanta found crew flight except servic apologis delay except servic,Positive
2022,6,hello honest review experi singapor airlin famili pari kota kinabalu borneo departur date june till august flight pari singapor singapor kota kinabalu come back cancel flight,Negative
2022,8,use singapor airlin sever time past alway good but recent trip aug horribl disgrac posit return trip flight phuket singapor thing deterior not fli scoot,Negative
2022,8,singapor airlin disappoint time around fli delhi krabi via singapor back disappoint cost cut done drink food overal servic overlook airlin spent good us best airlin but gone bad,Neutral
2022,8,issu get check flight could not happier servic receiv ticket betsi deborah especi marybel patient help get everyth sort profession friendli wait best flight ever,Positive
2022,8,well well singapor airlin strike yet anoth usual delay flight singapor airlin heathrow singapor drink servic regular servic busi premium economi class singapor airlin strike,Negative
2022,8,reclin busi seat place feet small could not move footrest one side seat lay angl shoulder arm rest could not press button go flat get rearrang thing amazingli bad seat design,Negative
2022,8,first trip india slow due need check vaccinat document but otherwis smooth fairli rapid board process could improv no fault airlin no queue organis consid flight worth addit cost extra leg room,Positive
2022,7,intent book singapor airlin co want avoid hazzl fli no frill budget airlin book flight singapor air websit look forward enjoy famou cabin servic disappoint book fli singapor air but end scoot,Negative
2022,7,think sq best crew extrem friendli kind food delici inflight system good cuz mani movi variou cultur lot movi kid singapor airlin,Positive
2022,8,tri book onlin day keep get error messag decid call book phone due languag barrier bearli understand custom servic rep say long stori short websit premium ticket worst experi ever,Negative
2022,8,worst airlin ever flown disappoint heard good review other feel use covid excus terribl servic food disgust flight food asian market ms,Negative
2022,8,book first name last name don middl name ask lot time help ask middl name but no one help tri contact ten time wast moth but no one help resolv bad custom servic,Negative
2022,8,usual love fli singapor fault servic howev flight london got food poison egg not heat correctli serv bare lukewarm never food poison don judg poor choic realli let,Negative
2022,8,first bur last time travel sq singaporean ought asham use countri aircraft but hire foreign work aircraft shame sq definit not great way fli would rather fli thai airway shame singapor airlin,Negative
2022,8,sent privat complaint week ago even respons sadli need post book flight singapor airlin websit ensur would no issu like one happen flight edinburgh avoid solo travel left strand no help,Negative
2022,8,book ticket expedia expedia charg card per ticket total sum but singapor airlin fraudul charg call uob bank bank staff sanju handl fraudul transact help line tell fraudul charg credit card,Negative
2022,8,flight adequ food mediocr best servic appal staff total uninterest assist staff begrudgingli best wors servic left someth plane want see worst airlin ever,Negative
2022,8,request refund june not heard heard singapor airlin tri email but book refer number not valid ca sent tri call but got record messag state not number enquir wait six week refund,Negative
2022,8,seat chang airlin without inform ask seat chang without knowledg passeng no respons food terribl poor qualiti old aircraft poor servic terribl airlin travel,Negative
2022,8,servic seat terribl busi class seat even lie flat food mediocr ined could worst busi class ever flown drink limit white chill red wine also flew premium economi total wast great airlin terribl,Negative
2022,8,pleas pleas reopen loung bkk current share thai air loung possibl one wors world sadli thai poor loung servic flagship home hub staff nice but food ined loung bkk,Positive
2022,8,experi start ground staff check us singapor realiz two us shift window seat give us littl privaci board receiv exactli book cook salad would pleasant experi,Positive
2022,8,book flight melbourn london heathrow return mar son cabin class premium economi cost week book singapor airlin sent email state regret inform due paid aud premium economi downgrad economi without refund,Negative
2022,8,flight cancel without notic got airport realiz not one wait hr phone wait problem resolv no updat yet worst experi ever horribl custom servic,Negative
2022,7,book websit terribl wast lot time book seat commun custom servic alway fail book fourth trip onlin even though abl book seat trip custom servic team ignor terribl book websit custom servic,Negative
2022,8,year sinc abl fli due covid restrict australia occas flew sydney singapor layov less hour flew london flight busi class pleasur return fli singapor airlin,Positive
2022,8,want mention realli impress servic offer singapor airlin august book flight parent delhi jfk emerg emir cancel flight horribl airlin offer no support rebook singapor airlin great servic awesom airlin,Positive
2022,8,singapor airlin bad lost luggag alreadi day no help no servic strand indonesia without cloth person belong singapor airlin care call day not pick phone not give baggag lost no servic no help,Negative
2022,8,menu singapor airlin gone hill sinc covid travel singapor airlin sever time sinc reopen covid notic food drop qualiti big time seem lot cheap not use,Neutral
2022,7,could give minu score would airlin appal cancel son flight howev inform took son friend airport discov flight exist son book transfer flight vietnam hotel far never book flight airlin,Negative
2022,8,would need contortionist get comfort seat whether reclin bed uncomfort not even funni lay diagon across stick feet small hole everi time turn nearli terribl seat singapor airlin busi class,Negative
2022,5,today flight realli effici well handl chief purser plane seat interior clean tidi look tire found cabin temperatur way high but glad great daytim flight sq but not taller person,Positive
2022,8,not flown yet regard experi purchas airfar sucker buy cheap ticket nearli year but want nearli three time price friend famili travel us whenev deal overpr predatori salesmanship,Negative
2022,7,cancel flight sa april call contact centr still not refund owe would not recommend book thiev book sa instead coincident end flight sa owe not pay,Negative
2022,7,american busi execut fli singapor airlin sia first time usual fli unit airlin premier member thought would give sia tri given new respons includ manag south east asia region terribl custom servic american busi travel,Negative
2022,8,support singapor airlin decad awesom airlin travel but absolut cr p problem cant speak human dumb robot tri get hold day no repli custom servic rank no way speak human,Negative
2022,8,overal subpar airlin gone hay day food atroci cheap inflight entertain basic best bother fli qanta kill happen stellar reput,Negative
2022,8,arriv chiang mai two day ago two bag miss lodg claim hear noth two day trace websit say tri contact singapor go detail time get sent anoth site but boot final destin pray luggag not lost,Negative
2022,8,usual like singapor airlin but not happi see dirti food tray show steward instead clean gave clean wipe clean clean someon mess firstli dirti end clean disappoint see cleanli level covid time,Neutral
2022,5,got board inform us screen not work flight full not altern seat chang soon got flight well inform issu apolog manag everyth make neg experi right,Positive
2022,8,custom servic not handl simpl itinerari chang polit but hardli train take hour correct issu talk supervisor everi simpl thing supervisor avail depend call volum almost spent terribl custom servic,Negative
2022,8,chanc test singapor busi class good experi amaz busi class product,Positive
2022,8,peopl warn singapor airlin worst airlin earth need chang flight tri contact month hour hold nobodi pick phone fill multipl request form onlin nobodi react go worst airlin excist,Negative
2022,8,seat comfort leg space good inflight entertain averag food poor poor board experi good overal experi ok but not good top airlin good seat comfort leg space food qualiti serv time poor,Positive
2022,8,angri singapor airlin use good but book ticket vietnam sneakili put scoot hour flight paid full price full servic ticket clearli must put oper scoot small write somewher say sneakili book peopl scoot,Negative
2022,7,book directli singapor airlin expect high standard comfort servic deliveri across leg journey inde summari fare condit made specif refer would enjoy scoot oper leg watch scoot leg nowarn terribl would never use recommend singapor,Negative
2022,8,downgrad sin mel leg flight premium economi economi no explan email turn chang aircraft boe airbu no premium economi cabin multipl call australian contact centr premium economi downgrad nightmar,Negative
2022,7,not sure start poor fli experi let start book singapor websit difficult use especi compar flight differ date rout etc flew san sfo alaska air would poor experi,Negative
2022,8,book fli singapor airlin leg discov chang lufthansa longer hour leg without concent lufthansa inferior tri charg extra seat alloc etc unabl book wife vegetarian meal flight chang,Negative
2022,8,busi class wonder experi but don consum milk offer no dairi free milk option sure not person cow milk coffe unfortun get one choic come special meal gluten free dairi free,Neutral
2022,8,singapor airlin use one best airlin around compar low cost carrier lack custom servic support redempt book want cancel book call chose terribl custom servic,Negative
2022,6,flew sq alway great time chang flight last minut new new longer flight paid premium price short flight arriv london miss luggag,Negative
2022,7,talk advertis singapor airlin must say altogeth averag unsurpris airlin food essenti asian not global forc passeng like asian spici cuisin go hungri long flight b crew speak averag airlin,Negative
2022,6,loung silverkri loung termin incom flight arriv forc us take overcrowd skytrain function silverkri loung locat nightmar coach per train fill hundr passeng great flight mar pathet experi changi,Neutral
2022,7,terribl experi terribl custom servic not buy ticket tem bought flight famili adult kid darwin australia lax usa return month advanc flight stop singapor help abus custom no solut,Negative
2022,7,singapor airlin partner scoot carri us singapor cebu known scoot partner joke airlin would not flown singapor airlin lost luggag import document meant ms,Negative
2022,6,dedic busi class counter quick without wait involv keep mind long queue entranc though flight secur immigr no separ queue clearanc quick though loung perfect even flight mnl,Positive
2022,7,board minut takeoff settl either work go sleep preciou littl time not besieg fulli mask polici not suffoc mask stuffi hot wait area pay flight airlin,Negative
2022,7,singapor airlin lost suitcas week return week later end holiday unsuccess tri contact via email feedback form phone no repli terribl custom servic wo fli no custom servic,Negative
2022,7,took week redempt team return call miss redempt flight keep apologis but not mean coz not could not get flight no custom care kri flyer took one week return call miss flight,Negative
2022,7,singapor rebook flight frankfurt depart two hour flight pragu frankfurt arriv made no effort get us flight result us spend hour wait airport three extra day european hotel no custom care,Negative
2022,7,l hr discomfort guy front reclin inch eye entertain screen l reclin l not fat tabl tray touch stomach food averag best wow inch red wine plastic cup ca say good experi lhr sing economi,Negative
2022,7,singapor airlin sq short use offic mumbai india mani year locat taj mahal hotel staf love group peopl effici courteou frequent flyer first busi class sinc imposs make redempt book,Negative
2022,7,son miss connect singapor due delay flight edinburgh singapor airlin staff told would need stay frankfurt indefinit go airport night tri get overbook flight hope someon would singapor airlin abandon son,Negative
2022,7,flight nice respect legroom cleanli provid inadequ food flight even ask extra butter anoth passeng respond unavail highli limit food drink crew also servic happili instead legroom nice but food suffici crew look happi serv,Negative
2022,4,damag bag deliber forc open bag mani month email still paid cent damag busi class rip felt like margin better economi class shock servic,Negative
2022,6,norwegian airlin lost luggag day ago found day ago but littl hope never see ca call answer email call onlin trace updat system joke subsequ use norwegian airlin,Negative
2022,7,sa cancel flight morn push back hour pandemonium manchest airport no one knew go airport not want check baggag flight ticket previou day complet lack commun explan cancel lack commun left deal,Negative
2022,5,singapor airlin lost luggag not respond claim ave tri endlessli get touch someon but everi phone call seem like phone call telco sale person absolut useless shock experi not appal,Negative
2022,4,attempt check flight flight bangkok inform check staff go deni board not pre departur pcr test extens check detail sia thai experi singapor airlin,Negative
2022,7,scoot airlin partner sa not qualiti servic airlin make money board gaura travel agenc melbourn australia not justic standard singapor airlin uphold,Negative
2022,7,disappoint level servic food lack comfort kit etc obvious sa tri recov lost profit crew alway excel not chang awar use canadian air loung cdg pari long way not anywher fre covid valu,Neutral
2022,7,annoy book flight never receiv eticket despit money taken account immedi spend hour half phone obtain ticket clear made error not send not receiv,Negative
2022,7,big thank ground staff sq counter morn apolog rememb full name but pleasant profession team two mr p ms process sq special attent warmth awesom servic,Positive
2022,6,loung silverkri loung disappoint loung changi provid access everi star allianc busi class passeng bound get overcrowd despit dollar seat plan not care consid davao max,Positive
2022,6,dedic busi class desk quick smooth immigr secur dedic counter lane first busi class passeng quick clearanc usual loung air india loung sinc sq loung del shut del sin,Positive
2022,7,nobodi book airlin liar cancel flight don tell devast consequ don book scoot singapor airlin mr watkin,Negative
2022,7,ticket first leg flight cancel without book replac ask refund process full refund rang book back onto flight refus appar process aw custom servic,Negative
2022,7,excel aircraft spaciou legroom quit stabl safe food serv tub look unrepresent like junk food excel,Positive
2022,5,first took legroom short could bend tall food terribl everyth tub n drink like junk food never take sq economi class short legroom,Negative
2022,7,paid lot money class travel underwhelm support short end lower calf uncomfort wonder potenti caus pressur injuri husband end not use not spend sort uncomfort premium economi leg rest,Negative
2022,7,husband bought plane ticket bali honeymoon may bought plane ticket not yet gotten marri soon legal chang last name combin name call social secur passport servic etc terribl custom servic,Negative
2022,7,sq meet assist joke call multipl time confirm help elderli check hotel jewel changi upon arriv singapor confirm multipl time phone someth alway guess day ground crew left elderli strand,Negative
2022,4,good nice servic staff friendli everyth went smooth nice reccomend airlin good,Positive
2022,6,leg airlin but last leg terribl full flight lot special meal kid time crew hand special kid meal hour later even got drink never mind meal no choic custom servic not good,Neutral
2022,6,migrat singapor perman work work travel whole famili typic fli busi singapor amaz experi case given march order get first avail flight given good long noth goe wrong care,Negative
2022,7,start check inn manila help noemi manantan friendli help extrem polit would great crew member got flight singapor went expect friendli crew good food but best experi continu one best airlin,Positive
2022,7,feel cabin staff singapor airlin best busi but whole flight experi includ sale servic worst airlin industri encount post previous copi worst servic incompet non respons,Negative
2022,7,honestli don even know begin experi mani type discrimin mediocr servic let start skin color long white don issu let color treat like pay worst worst costum servic side racism,Negative
2022,7,zero custom servic paid excess luggag lost luggag no explan hardli staff airport singapor tri make money misfortun custom staff rude don fli airlin servic standard drop budget airlin,Negative
2022,6,somehow singapor airlin manag wors custom servic lufthansa take special kind incompet never fli singapor airlin,Negative
2022,7,went bali holiday istanbul denpasar everyth ok but back rout terribl tri check onlin singapor airlin direct partner compani websit howev partner websit not allow onlin vacat first thing not prefer singapor airlin,Negative
2022,6,book round trip ticket march fulli paid upon call singapor airlin custom servic may chang book return ticket belgium singapor departur day jun abl sq app sq,Negative
2022,4,first post covid trip long hiatu excit airport experi bit differ no express lane breez secur immigr but matter happi smell jet fuel loung sydney wow wow wow,Positive
2022,7,connect flight pragu delay thu could not catch flight singapor air servic center could not contact number autom arriv frankfurt airport next day told singapor air noth could flight fulli book no support phone number european countri,Neutral
2022,7,purchas return flight sydney pari singapor airlin way great hour stopov singapor leg aboard kind plane mind standard economi class seat thing like slightli adjust head rest pillow warn return flight sydney pari singapor airlin,Negative
2022,7,singapor airlin reach say cancel first leg flight home rome melbourn still not offer us solut second two leg due depart day email three time call attempt find cancel first leg still no solut day flight,Negative
2022,7,wife recent flew sydney singapor travel premium economi realli look forward premium economi experi singapor airlin especi readi posit review includ accolad skytrax wow singapor airlin premium economi not worth premium,Negative
2022,6,first flight travel singapor airlin sinc pandem flown happi servic but clearli custom servic no longer prioriti book singaporeairlin assum came level plenti flight option,Negative
2022,7,board brisban australia travel phuket thailand stopov singapor minut seat cramp togeth unfortun stuck middl seat literari shoulder shoulder passeng also complain room worst flight experi ever,Negative
2022,6,paid premium price sq expens compar intern carrier receiv basic servic think airlin not allow us choos prefer seat advanc well unless wan na fork extra money roll eye shoutout lead steward mr cheong,Neutral
2022,6,worst airlin lost baggag go philippin also come back new york differ even week half find baggag yet reach compens miss not fli singapor airlin worst airlin,Negative
2022,6,moment got gate farewel wish disembark felt like travel back time golden day air travel truli friendli staff ground air perfectli clean spaciou reviv golden day air travel,Positive
2022,7,ive alway fli singapor recent chose fli australia europ allot built mile expir no option use purchas ticket what point give mile cant use scam hate kri flyer mile cant use offset ticket,Negative
2022,7,book singapor airlin sydney london return l eg got sq everyth great way singapor sydney got scoot bewar never accept scoot oper flight paid sq get no gener excel but look small print,Neutral
2022,6,hour window phuket link sq singapor sydney runway repair phuket delay plane hour stuf around anoth minut find differ load gate get passeng load minim inform tri get back australia,Negative
2022,6,month trip bali plan bought ticket comparison websit fli singapor airlin check hour next day receiv call steve singapor airlin manchest tell ticket not valid life saver,Positive
2022,7,cancel two ticket singapor airlin sinc not given pet space ticket told time refund process within week six week far no sign refund feedback email contact send refund miss,Negative
2022,7,never mean never treat poorli krisflyer redempt desk tri book first class plane ticket four month not get answer anyon hang realli nice not krysflyer custom servic,Negative
2022,7,final leg journey cancel code share partner singapor airlin got messag say cancel without solut get final destin notif refund flight no longer go contact appal servic staff make problem wors,Negative
2022,7,last hour deal sia stress frustrat bag delay flight singapor london discov stuck singapor arriv london almost hour lodg delay baggag report warn ignor bad review,Negative
2022,6,book redempt ticket book ref number flight june arriv airport no flight sia never inform us cancel later research flight histori flight left passeng strand no help,Negative
2022,7,book ticket law mumbai sydney websit stop respond but payment taken bank account ticket not gener fail book ref number tri contact airlin understand done but unpleas experi airlin websit book payment taken account but never refund,Negative
2022,7,disappoint commun servic inform fact flight not go land time connect flight singapor airlin commun flight airlin miss,Negative
2022,6,singapor airlin favorit airlin probabl travel maximum number time travel time probabl worst ever travel concis summari problem face still face sq bad no use,Negative
2022,4,warn not use singapor airlin husband daughter due fli return flight london melbourn apr march return flight cancel singapor airlin mani phone call told flight not use singapor airlin,Negative
2022,5,although singapor airlin great reput experi not particularli impress good way flew busi class pod ok sleep but tall angl bit awkward one feet comfort lufthansa busi pack lunch busi class go hungri,Neutral
2022,5,singaporeair scam websit clone singapor airlin websit insert scam number taken payment two flight lhr changi supposedli return singapor airlin secur allow scammer copi singapor airlin,Negative
2022,6,sia sink day day contact servic utter disgrac useless upon board no one greet us elit member much interact crew passeng no menu no warm towel no welcom drink meal servic took long noth compar use,Negative
2022,6,travel bombay singapor june return june standard servic food deterior day day observ job nice but want come servic great airlin piti travel singapor air,Neutral
2022,7,year agio busi class product use qualiti one absolut aw aircraft messi old dirti but not even headlin aw staff minut enter loung time exit flight aw servic worst ever,Negative
2022,7,book ticket singapor airlin officia site receiv sq flight number turn airport book realli cheap terribl partner airlin inform us call custom servic no help one great airlin scammer airlin,Negative
2022,6,delay flight bologna meant miss connect frankfurt singapor ticket purchas sing air but no one singapor air avail frankfurt airport staf servic counter lufthansa compet wait except poor experi appal,Negative
2022,6,singapor airlin alway great crew but food flight brisban star warm noodl not fulli cook partner chicken warm return flight complet opposit great crew food star tasti star,Positive
2022,6,flight rome sydney au changeov flight singapor hour stopov modifi flight strand singapor full day request leav rome day add flight day oper cancel origin flight strand singapor full day,Negative
2022,5,first time fli premium economi bitterli disappoint seat slightli larger but food economi class disgust lukewarm serv plastic cutleri meal servic hardli saw crew premium economi experi,Negative
2022,6,flew singapor airlin premium economi found overal good experi howev time experi littl disappoint offer aperitif meal not time expect food economi no food hour,Neutral
2022,6,realli excit tri singapor airlin list airlin tri busi class pictur amaz pod flew nice lot room howev seat uncomfort compar great servic but,Neutral
2022,6,usual review airlin but flight surprisingli better expect safeti brief use place singapor nice variat safeti brief food good flight staff attent seem bit leg room first airlin review,Positive
2022,5,minim food offer never hungri aircraft auckland singapor singapor london leg ran beer red wine meal disappoint experi staff excel say singapor airlin use best excel not anymor,Negative
2022,5,purchas busi class singaor cancel flight month rebook us hour layov get flight correct date put us without offer refund downgrad servic final month terribl custom servic no respons,Negative
2022,4,recent travel singapor airlin brisban zurich done mani time last year alway happi servic food provid not usual complain but last flight found food offer brisban poor meal,Neutral
2022,5,schedul fli airlin japan may book third parti tri get refund but unsuccess addit no refund airlin offer credit tri use credit ticket offer altern absolut disgrac airlin,Negative
2022,4,fli flight macau singapor reschedul later time caus miss connect flight london day not inform chang found lie,Negative
2022,6,flew premium economi pe world two longest flight sq need long flight make comfort class passeng pro pe seat entertain system con food poor hit miss main piti but averag best world longest flight,Neutral
2022,6,first flight brisban singapor second singapor zurich but late miss connect birmigham l munich wait airport subsequ arriv birmingam courtesi air dolomit connect flight,Negative
2022,6,wife daughter went trip first time fli singapor airlin said number mayb white peopl never heard wife bad review airlin not board singapor airlin would never recommend singapor airlin discrimin best stewardess,Negative
2022,6,no help ever book busi no meal cater contact ten time no assist no number call locali area never scoot well run flight jeddah singapor fault didnt get meal though paid not expect,Negative
2022,5,fli sia previou experi great attent clean facil friendli staff onboard delight note empti seat besid within minut attend ask would like upgrad needless say leapt bewar seat upgrad,Neutral
2022,6,knew sg airlin consid best but rather mediocr sub par actual food rather bad never heat bread alway cold stewardess seem annoy ask beer addit small servic one disappoint,Negative
2022,5,terribl time deal peopl singapor airlin well scoot refund ticket without let know caus not abl fli home intend day no one would take blame respons not recommend anyon fli airlin complet unprofession unknowledg staff not recommend,Negative
2022,4,singapor airlin best airlin ever tri aircraft modern economi class seat spaciou enough height onboard entertain provid ampl choic film genr age cabin crew excel top qualiti alway aspect,Positive
2022,4,disappoint ground staff tan son nhat intern airport horribl experi counter flight sgn zurich ground staff thi hoang anh no idea regul entri requir not recommend book flight singapor airlin,Negative
2022,6,overal experi singapor airlin horribl follow flight delay hour appar due natur calam but per peer feedback sg airlin flight manila delay airlin flew horribl manag delay flight,Negative
2022,4,flew singapor airlin soon realis star rate airlin move toward budget airlin world class servic level come significantli time load aircraft cabin servic food beverag servic notabl singapor airlin move toward budget line,Neutral
2022,6,cpt ap took best minut busi class counter agent refer back forth supervisor good thing call premium class inflight entertain flight servic cpt jnb friendli no style no smile no noth,Negative
2022,1,not travel compani wait hotel refund chang flight hour later month decid not answer email anymor imposs reach custom servic chat no terribl,Negative
2022,5,alreadi given horrif experi tri rebook flight but took flight want provid addit feedback experi fli hour vancouv singapor back level servic poor poor servic long haul flight,Negative
2022,3,shortli flight singapor airlin got terribl food poison throw gastro bloat high fever work flight hour eat anyth given natur food poison obvious due aw look terribl food poison,Negative
2022,5,first time singapor airlin busi class seat paid review terribl perfect unit equival airlin flown mile busi class loung sfo ua polari loung sfo singapor may,Negative
2022,6,use rave servic sq howev recent flight left much regret chosen differ airlin stewardess steward not polit not patient airlin live good name disappoint servic slack,Negative
2022,5,alway pleasant feel great comfort fli singapor airlin want extra pamper eat finest food fli upgrad busi class highli recommend small one space big factor thank love alway pleasant feel great comfort fli singapor airlin,Positive
2022,4,flown singapor airlin annual basi almost year busi class flight kl via singapor remark bad post review staff pushi serv food daughter sleep old day ask permiss overpr shock poor servic food,Negative
2022,5,flown time sia never wrote review but today feel compel write drastic declin standard servic inflight recent start drink servic nut small savouri cancel complet poor inflight servic,Negative
2022,4,flight cancel singapor airlin earli march lodg refund request end may still receiv refund call custom servic told would receiv updat e mail week still refund never receiv,Negative
2022,6,reserv singapor airlin request chang destin melbourn toronto one agent told dont avail ask refund cancel reserv penalti airlin cancel book without auth,Negative
2022,6,recent parent travel singapor colombo baggag not reciev number provid not work absolut no way get inform would great atleast provid option miss baggag,Negative
2022,5,love airlin excel servic realli impress qualiti food wide rang choic entertain system one best airlin,Positive
2022,5,review not flight experi but aw experi singapor airlin tri connect live agent get someon address cancel refund process want done within hour book webpag tri cancel flight get refund,Negative
2022,5,alway great time fli singapor airlin friendli flight attend great seat differ flight but delay hour miss connect flight abl put anoth singapor airlin worst experi singapor airlin,Negative
2022,5,arriv sydney airport may flight due mishap way check counter crew refus let dispit plea chat but no merci return back buy anoth ticket bad servic disappoint,Negative
2022,5,incess remind wear mask pull nose ask share medic exempt illeg way ask kept privat wish like medic inform not bad polici slow servic,Negative
2022,5,although ticket hundr euro expens airlin book return flight munich singapor sinc expect high standard singapor airlin but extrem disappoint provid servic leav passeng hungri thirsti,Negative
2022,5,may singapor airlin custom servic request tri get touch custom servic becam imposs let elabor call wait take forev get phone agent twice end get transfer poor custom servic,Negative
2022,5,receiv email singapor airlin upgrad cost trip quickli jump paid howev receipt email notic upgrad premium economi felt sad want request chang back felt cheat disappoint no way respons sq due way design custom serbic system,Negative
2022,5,flew brisban london upgrad premium economi singapor london not avail brisban singapor disappoint seat ok leg room economi but not particularli comfort no differ servic meal disappoint premium economi singapor airlin,Negative
2022,5,chicken baggag alloc ask take someth pay us kilo think tri catch money lot covid penni wise disappoint think loos number one statu sure becam stingi,Neutral
2022,5,not perhap good pre covid singapor first suit remain pretti good servic good cours plenti room suit food perhap not good first class loung sin close made not good stopov first suit alway good,Positive
2022,5,singapor gener best amongst thing enjoy abl shower loung full day work told shower recent broken look sig said may month may even notiv loung experi poor flight experi excel,Positive
2022,4,flight manchest bangkok via singapor excel luggag not arriv caus stress anxieti cost purchas essenti item contact singapor airlin obtain mayb apolog reimburs nightmar long haul flight super custom servic poor,Negative
2022,4,modifi inbound flight custom servic gave fare differ accept charg afterward chang date outbound flight but alway fail nobodi call centr could appar worst custom servic,Negative
2022,4,airbu great clean spaciou seat econ cc excel food choic chicken noodl fish good plenti drink offer good standard servic cc profession toothbrush avail star servic star airlin simpli excel,Positive
2022,5,singapor air make imposs redeem mile want cash tri past mo no avail ca redeem jfk fra onlin place say must call us redeem get touch month later excus crimin,Negative
2022,5,first time fli singapor airlin far worst experi airlin first tri book ticket got way payment get error messag say could process request pleas start terribl travel experi,Negative
2022,5,could board flight test posit covid rebook process nightmar call custom servic mani time time almost hour wait talk alway promis follow manual fee terribl custom servic,Negative
2022,4,flew singapor air last month son bag lost day passeng flew fli lost bag spent hour airport plane land one employe wrote report gave bad custom servic,Negative
2022,5,pay thousand return trip definit expect least par other not provid bug cost cut insult passeng no amen kit no pj no breakfast flight land no nice snack poor price,Negative
2022,4,flew sia past great experi not long haul flight first flight sinc pandem knew thing wo but disappoint flight guess due covid but no hot flight meh,Negative
2022,5,steward serv daughter child meal overcook pasta penn fanci ketchup pipe hot open lid littl cool long kid wait feel asleep fought hard keep multipl steward want economi class discrimin lack commun,Negative
2022,5,flew london heathrow singapor via singapor airlin seat although premium economi horribl uncomfort food option includ chicken stodg beef stodg cap australia day singapor airlin despit know horrif servic never book singapor airlin,Negative
2022,5,flown singapor airlin mani trip europ but experi could not pay enough fli compar better airlin custom servic unhelp rude plain incompet final manag speak custom servic gone hell,Negative
2022,4,flown sq mani time year economi busi class experienc recent flight obviou cost cut go shame not reflect ticket price no longer welcom board drink offer cost cut show,Neutral
2022,5,sure not one put travel hiatu due ongo pandem but good feel know final practic travel take short trip bangkok begin feel final get back plane worth long wait,Positive
2022,5,flew busi class bali back first good aircraft new clean roomi compar us airlin flight crew divin attent fast accommod everi need food good enough feel full singapor air terribl ground,Neutral
2022,4,write thank crew travel mumbai lo angel april mumbai sq sneha team crew ms karen pak azhar team nichola jay moon sabrina sq two great set crew fli alway pleasur travel singapor airlin,Positive
2022,4,flight absolut nightmar not peopl origin meal way websit not allow servic almost immedi rest us wait hour meal wife meal flight sq singapor christchurch april,Negative
2022,5,decid choos singaporeair heard good due mistak book flight day later need chang day tri call multipl time but could not get eventu email receiv never time read experi decid paragraph exploit custom,Negative
2022,4,singapor airlin use premier fine servic airlin but worst flown busi class flight cancel last minut folk herd plane load passeng no idea flight cancel no ground crew answer phone assist,Negative
2022,5,need chang flight enabl help daughter travel old grandson first phone call reciev email state must contact confirm payment tri but given phone number call useless compani deal,Negative
2022,5,find littl someth wrong flight tri make miss flight money use flight gone plu stuff suck english don wast money,Negative
2022,5,repli late email call kept hold help first rep neil spoke said don need transit visa travel australia singapor airlin not leav airport went worst airlin worst custom servic disgut repres absolut clueless,Negative
2022,5,took flight singapor danang sq may unfortun luggag weight confus pay fee friend go around airport ask but ground crew singapor give us clear instruct compliment kyli pang,Positive
2022,1,regard book flight ahmedabad brisban date but due covid singapor airlin cancel flight sent email say appli full refund given link appli but never got refund month fraudul never refund flight cancel singapor airlin,Negative
2022,5,cancel flight without tell even turn away no solut still heard thing week actual air servic terribl no longer star airlin not fli,Negative
2022,5,ground crew singapor airport behav like riot polic snappi rude unhelp plane cabin crew ask anyon western vegetarian western peopl ignor ask glass water but never receiv singapor airlin not like western passeng,Negative
2022,4,book round trip london darwin australia via singapor week departur singapor airlin cancel singapor darwin leg cancel offer no help cancel leg leav make arrang leg still no news appal custom servic,Negative
2022,4,love flight entertain system plenti good movi watch easi navig food could better though got chicken bolognes pasta flight attend attent checkin board experi great splendid entertain,Positive
2022,5,see previou review sia lack servic vegetarian passeng food amsterdam disast tri daughter get better servic leg first tri get custom servic phone continu stori singapor airlin like western vegetarian passeng,Negative
2022,5,tri get inform book last week call differ number get redirect anoth number but never abl get contact custom servic repres sent email regard book no respons worst airlin custom servic commun,Negative
2022,4,first star flight attend alway friendli help rest drop dramat seat thin hard no room averag person board process unorganis qualiti food terribl disembark no longer favourit airlin bad worst shame,Negative
2022,5,travel singapor airlin london heathrow singapor loung fabul exclus secur line amaz zero queue board great excit would fli singapor home airlin noth but bigger seat,Negative
2022,4,departur meal serv main light turn around light meal resum starv staff manchest airport help advic take sandwich see someon go back no food hour,Neutral
2022,4,impecc servic amaz crew comfort economi class boe flew siem reap return phnom penh perfect servic,Positive
2022,5,terribl servic worst ever receiv cancel flight automat book date left us sort gave flight number date submit approv day later phone horribl custom servic no commun not fli,Negative
2022,4,overal first last experi singapor airlin pretti terribl would not recommend one fli advis famili friend flight delay origin connect go philippin also would not recommend,Negative
2022,5,phone krisflyer custom servic hour minut today call answer fairli quickli mayb coupl minut hold spoke polit agent poorli train could read script but could not actual answer hour hold krisflyer custom servic,Negative
2022,5,not recommend book flight pandem onlin custom support not avail rebook flight but repli money gone poor custom support,Negative
2022,5,serious bad custom servic singapor airlin provid moment credit mum ticket india australia want buy new ticket call mani time wait soo long final turn staff use credit new ticket,Negative
2022,4,sia use measur stick airlin would aspir round trip adelaid vietnam return changi warm towel welcom drink absolut terribl food culmin penn pasta cardboard box uber eat standard declin substanti,Negative
